Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
1239,Secret of Mana,1993-08-06,"['Square Enix', 'Square']",Square Enix, Square,3.3,413,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"initially released in japan in 1993 secret of mana took the world by storm with its innovative realtime battle system and gorgeously rendered world it continues to stand out among other action rpgs for its seamless gameplay that anyone from beginner to veteran can enjoy
one of the most memorable elements of the mana series is the ring command menu system with the single press of a button a ringshaped menu appears on the screen where players can use items change weapons and do a variety of other actions without needing to switch screens this ring command menu system for which the mana series is so well known was first introduced in secret of mana and has since appeared in most games in the series
play as randi and his two companions primm and popoi as they adventure all around the world at the center of our epic story is the mystical power of mana battle the empire in its quest for control of mana befriend the eight elementals who wield the forces of nature itself numerous encounters await at every turn",1900,57,1300,511,2
1240,428: Shibuya Scramble,2008-12-04,"['Chunsoft', 'Sega']",Chunsoft, Sega,4.2,249,"['Adventure', 'Visual-Novel']",Adventure,Visual-Novel,Not applicable,Not applicable,Not applicable,Not applicable,a kidnapping on the streets of shibuya brings together a hotblooded detective hardhitting journalist former gang leader the head researcher of a big pharma manufacturer and a parttimer stuck in cat costume for a series of events each more unexpected and outrageous than the last,676,87,1000,588,2
1241,Potion Craft,2021-09-21,"['tinyBuild', 'niceplay game']",tinyBuild, niceplay game,3.2,77,"['Indie', 'Point-and-Click', 'Puzzle', 'RPG', 'Simulator']",Indie,Point-and-Click,Puzzle,RPG,Simulator,Not applicable,potion craft is an alchemist simulator where you physically interact with your tools and ingredients to brew potions youre in full control of the whole shop invent new recipes attract customers and experiment to your hearts content just remember the whole town is counting on you,471,83,233,187,2
1242,Mega Man Legends,1997-12-18,"['Capcom USA', 'Capcom Production Studio 2']",Capcom USA, Capcom Production Studio 2,3.7,361,"['Adventure', 'RPG', 'Shooter']",Adventure,RPG,Shooter,Not applicable,Not applicable,Not applicable,"the blue bomber blasts into a whole new dimension
mega man blasts his way into the third dimension in an amazing new adventure mega man legends combines the best of classic mega man action with enormous bosses a riveting storyline and all the depth of the hottest rpg
explore vast 3d worlds in your quest to find the treasure of all treasures the mother lode youll love the new 3d graphics deadly weapons and nonstop action unless of course youre a boss
 awesome weapons
 diabolical bosses
 legendary gameplay
 nonstop 3d action",1400,51,851,364,2
1243,Xenoblade Chronicles: Future Connected,2020-05-29,"['Nintendo', 'Monolith Soft']",Nintendo, Monolith Soft,3.5,232,['RPG'],RPG,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,xenoblade chronicles future connected takes place one year after the main story and delves deeper into the relationship between shulk and melia in the face of a mysterious new threat,1900,55,485,97,2
1244,Crab Game,2021-10-29,['Dani'],Dani,Not applicable,2.5,96,"['Arcade', 'Fighting', 'Indie', 'Racing', 'Strategy']",Arcade,Fighting,Indie,Racing,Strategy,Not applicable,crab game is a firstperson multiplayer game where you play through several different minigames based on childrens games until only one player stands victorious,2300,14,117,22,1
1245,NEET Girl Date Night,2022-10-21,Not applicable,Not applicable,Not applicable,2.7,21,['Visual-Novel'],Visual-Novel,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,your friend sets you up on a date with his neet cousin kara,106,1,44,42,0
1246,Dante's Inferno,2010-02-04,"['Electronic Arts', 'Visceral Games']",Electronic Arts,Not applicable,3.2,321,"['Adventure', 'Brawler']",Adventure,Brawler,Not applicable,Not applicable,Not applicable,Not applicable,dantes inferno is an epic single player thirdperson action adventure game inspired by inferno part one of dante alighieris classic italian poem the divine comedy featuring nonstop action rendered at 60 framespersecond signature and upgradable weapons attack combos and manafueled spells and the choice of punishing or absolving the souls of defeated enemies it is a classic medieval tale of the eternal conflict with sin and the resulting horrors of hell adapted for a new generation and a new medium,2600,40,567,334,2
1247,Haunting Ground,2005-04-21,"['Capcom Production Studio 1', 'Capcom']",Capcom Production Studio 1,Not applicable,3.8,281,['Adventure'],Adventure,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,the story follows fiona belli a young girl who the player must guide through belli castle and its immediate environments in an effort to escape along the way players must solve puzzles unlock doors and evade hide or attempt to fight against the castles inhabitants fiona is accompanied by hewie a white shepherd and the two must work as a team to solve certain puzzles and outwit their pursuers,597,29,625,572,2
1248,Assassin's Creed Rogue,2014-11-11,['Ubisoft Sofia'],Ubisoft Sofia,Not applicable,3.2,384,"['Adventure', 'RPG']",Adventure,RPG,Not applicable,Not applicable,Not applicable,Not applicable,1751 north america amidst the chaos and violence of the french and indian war shay patrick cormac a fearless young member of the assassins order undergoes a dark transformation that will shape the future of the brotherhood forever after arguing over a dangerous mission gone tragically wrong shay is betrayed by the assassins who attempt to end his life cast aside by those he once called brothers shay sets out on a mission to wipe out all who turned against him and ultimately become the most feared assassin hunter in history introducing assassin’s creed rogue the darkest chapter in the assassin’s creed franchise yet as shay you will experience the slow transformation from assassin to assassin hunter follow your own creed and set off on an extraordinary journey through new york city the wild river valley and far away to the icy cold waters of the north atlantic in pursuit of your ultimate goal to bring down the assassins,3400,27,861,330,1
1249,Garten of Banban 2,2023-03-03,['Euphoric Brothers'],Euphoric Brothers,Not applicable,1.5,16,"['Adventure', 'Indie']",Adventure,Indie,Not applicable,Not applicable,Not applicable,Not applicable,continue the story of banban’s kindergarten delve deeper into the bizarre establishment where the place was left suspiciously empty try to survive the unexpected residents all while uncovering the truth behind the place…,55,0,6,3,1
1250,Pokémon Stadium,1999-04-30,"['HAL Laboratory', 'Nintendo']",HAL Laboratory,Not applicable,3.3,340,"['RPG', 'Turn-Based-Strategy']",RPG,Turn-Based-Strategy,Not applicable,Not applicable,Not applicable,Not applicable,in the games stadium mode one player competes in 80 different battles divided into four tournaments beat the stadium mode and youre in for a bonus battle against the ultimate pokémon warrior mewtwo as well as a secret mode that gives you 80 brandnew and devilishly tough battles there is virtually no way you can beat the secret mode without having trained your own elite pokémon one to four players compete against each other or the computer in a noholdsbarred battle with customizable rules you can select rental pokémon for these battles  but that makes them much too predictable since their selection of techniques isnt determined by the trainer you can also select quick and easy versus and random battles,5400,16,369,157,2
